해수욕장일일일자,연도,월,일,요일,예상 방문자수,예상 혼잡도,해수욕장이름,시/도,시/군/구,위도,경도
2025-07-28,2025,7,28,0,579,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-07-29,2025,7,29,1,644,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-07-30,2025,7,30,2,750,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-07-31,2025,7,31,3,782,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-01,2025,8,1,4,896,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-02,2025,8,2,5,1424,보통,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-03,2025,8,3,6,2185,보통,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-04,2025,8,4,0,999,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-05,2025,8,5,1,762,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-06,2025,8,6,2,578,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-07,2025,8,7,3,638,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-08,2025,8,8,4,629,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-09,2025,8,9,5,1032,보통,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-10,2025,8,10,6,1641,보통,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-11,2025,8,11,0,425,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-12,2025,8,12,1,322,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-13,2025,8,13,2,382,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-14,2025,8,14,3,527,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-15,2025,8,15,4,681,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-16,2025,8,16,5,1445,보통,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-17,2025,8,17,6,2418,보통,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-18,2025,8,18,0,573,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-19,2025,8,19,1,232,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-20,2025,8,20,2,179,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-21,2025,8,21,3,202,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-22,2025,8,22,4,295,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-23,2025,8,23,5,75,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-24,2025,8,24,6,337,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-25,2025,8,25,0,24,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-26,2025,8,26,1,7,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-27,2025,8,27,2,3,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-28,2025,8,28,3,13,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-29,2025,8,29,4,41,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-30,2025,8,30,5,88,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-08-31,2025,8,31,6,103,여유,백길해수욕장,전라남도,신안군,34.849481,126.038402
2025-06-01,2025,6,1,6,791,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-02,2025,6,2,0,110,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-03,2025,6,3,1,164,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-04,2025,6,4,2,120,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-05,2025,6,5,3,441,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-06,2025,6,6,4,541,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-07,2025,6,7,5,165,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-08,2025,6,8,6,323,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-09,2025,6,9,0,198,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-10,2025,6,10,1,122,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-11,2025,6,11,2,15,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-12,2025,6,12,3,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-13,2025,6,13,4,155,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-14,2025,6,14,5,4,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-15,2025,6,15,6,25,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-16,2025,6,16,0,83,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-17,2025,6,17,1,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-18,2025,6,18,2,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-19,2025,6,19,3,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-20,2025,6,20,4,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-21,2025,6,21,5,5,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-22,2025,6,22,6,7,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-23,2025,6,23,0,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-24,2025,6,24,1,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-25,2025,6,25,2,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-26,2025,6,26,3,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-27,2025,6,27,4,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-28,2025,6,28,5,16,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-29,2025,6,29,6,99,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-30,2025,6,30,0,121,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-01,2025,7,1,1,99,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-02,2025,7,2,2,22,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-03,2025,7,3,3,132,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-04,2025,7,4,4,283,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-05,2025,7,5,5,940,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-06,2025,7,6,6,1084,보통,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-07,2025,7,7,0,93,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-08,2025,7,8,1,52,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-09,2025,7,9,2,37,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-10,2025,7,10,3,6,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-11,2025,7,11,4,18,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-12,2025,7,12,5,159,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-13,2025,7,13,6,416,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-14,2025,7,14,0,443,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-15,2025,7,15,1,711,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-16,2025,7,16,2,4,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-17,2025,7,17,3,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-18,2025,7,18,4,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-19,2025,7,19,5,3,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-20,2025,7,20,6,5,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-21,2025,7,21,0,3,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-22,2025,7,22,1,1,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-23,2025,7,23,2,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-24,2025,7,24,3,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-25,2025,7,25,4,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-26,2025,7,26,5,2,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-27,2025,7,27,6,40,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-28,2025,7,28,0,29,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-29,2025,7,29,1,34,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-30,2025,7,30,2,168,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-07-31,2025,7,31,3,640,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-01,2025,8,1,4,274,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-02,2025,8,2,5,664,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-03,2025,8,3,6,1029,보통,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-04,2025,8,4,0,201,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-05,2025,8,5,1,460,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-06,2025,8,6,2,384,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-07,2025,8,7,3,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-08,2025,8,8,4,201,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-09,2025,8,9,5,15,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-10,2025,8,10,6,353,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-11,2025,8,11,0,265,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-12,2025,8,12,1,23,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-13,2025,8,13,2,15,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-14,2025,8,14,3,88,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-15,2025,8,15,4,159,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-16,2025,8,16,5,3,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-17,2025,8,17,6,21,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-18,2025,8,18,0,291,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-19,2025,8,19,1,79,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-20,2025,8,20,2,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-21,2025,8,21,3,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-22,2025,8,22,4,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-23,2025,8,23,5,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-24,2025,8,24,6,0,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-25,2025,8,25,0,291,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-26,2025,8,26,1,79,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-27,2025,8,27,2,1,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-28,2025,8,28,3,2,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-29,2025,8,29,4,1,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-30,2025,8,30,5,165,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-08-31,2025,8,31,6,859,여유,백도해수욕장,강원도,고성군,38.30179,128.546837
2025-06-01,2025,6,1,6,28,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-02,2025,6,2,0,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-03,2025,6,3,1,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-04,2025,6,4,2,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-05,2025,6,5,3,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-06,2025,6,6,4,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-07,2025,6,7,5,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-08,2025,6,8,6,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-09,2025,6,9,0,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-10,2025,6,10,1,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-11,2025,6,11,2,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-12,2025,6,12,3,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-13,2025,6,13,4,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-14,2025,6,14,5,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-15,2025,6,15,6,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-16,2025,6,16,0,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-17,2025,6,17,1,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-18,2025,6,18,2,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-19,2025,6,19,3,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-20,2025,6,20,4,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-21,2025,6,21,5,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-22,2025,6,22,6,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-23,2025,6,23,0,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-24,2025,6,24,1,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-25,2025,6,25,2,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-26,2025,6,26,3,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-27,2025,6,27,4,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-28,2025,6,28,5,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-29,2025,6,29,6,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-30,2025,6,30,0,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-01,2025,7,1,1,4,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-02,2025,7,2,2,4,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-03,2025,7,3,3,5,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-04,2025,7,4,4,13,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-05,2025,7,5,5,59,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-06,2025,7,6,6,38,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-07,2025,7,7,0,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-08,2025,7,8,1,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-09,2025,7,9,2,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-10,2025,7,10,3,7,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-11,2025,7,11,4,68,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-12,2025,7,12,5,186,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-13,2025,7,13,6,137,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-14,2025,7,14,0,11,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-15,2025,7,15,1,33,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-16,2025,7,16,2,181,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-17,2025,7,17,3,137,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-18,2025,7,18,4,200,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-19,2025,7,19,5,283,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-20,2025,7,20,6,144,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-21,2025,7,21,0,74,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-22,2025,7,22,1,75,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-23,2025,7,23,2,69,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-24,2025,7,24,3,91,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-25,2025,7,25,4,149,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-26,2025,7,26,5,328,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-27,2025,7,27,6,542,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-28,2025,7,28,0,104,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-29,2025,7,29,1,100,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-30,2025,7,30,2,104,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-07-31,2025,7,31,3,231,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-01,2025,8,1,4,443,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-02,2025,8,2,5,606,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-03,2025,8,3,6,572,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-04,2025,8,4,0,133,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-05,2025,8,5,1,99,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-06,2025,8,6,2,76,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-07,2025,8,7,3,86,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-08,2025,8,8,4,95,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-09,2025,8,9,5,157,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-10,2025,8,10,6,126,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-11,2025,8,11,0,33,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-12,2025,8,12,1,26,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-13,2025,8,13,2,36,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-14,2025,8,14,3,37,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-15,2025,8,15,4,95,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-16,2025,8,16,5,171,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-17,2025,8,17,6,173,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-18,2025,8,18,0,32,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-19,2025,8,19,1,16,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-20,2025,8,20,2,18,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-21,2025,8,21,3,16,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-22,2025,8,22,4,23,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-23,2025,8,23,5,29,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-24,2025,8,24,6,55,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-25,2025,8,25,0,1,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-26,2025,8,26,1,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-27,2025,8,27,2,0,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-28,2025,8,28,3,3,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-29,2025,8,29,4,4,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-30,2025,8,30,5,15,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-08-31,2025,8,31,6,36,여유,벌안해수욕장,인천광역시,옹진군,37.181906,126.222265
2025-06-01,2025,6,1,6,159,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-02,2025,6,2,0,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-03,2025,6,3,1,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-04,2025,6,4,2,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-05,2025,6,5,3,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-06,2025,6,6,4,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-07,2025,6,7,5,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-08,2025,6,8,6,48,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-09,2025,6,9,0,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-10,2025,6,10,1,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-11,2025,6,11,2,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-12,2025,6,12,3,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-13,2025,6,13,4,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-14,2025,6,14,5,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-15,2025,6,15,6,76,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-16,2025,6,16,0,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-17,2025,6,17,1,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-18,2025,6,18,2,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-19,2025,6,19,3,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-20,2025,6,20,4,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-21,2025,6,21,5,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-22,2025,6,22,6,56,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-23,2025,6,23,0,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-24,2025,6,24,1,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-25,2025,6,25,2,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-26,2025,6,26,3,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-27,2025,6,27,4,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-28,2025,6,28,5,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-29,2025,6,29,6,29,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-06-30,2025,6,30,0,0,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-01,2025,7,1,1,219,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-02,2025,7,2,2,177,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-03,2025,7,3,3,208,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-04,2025,7,4,4,243,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-05,2025,7,5,5,343,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-06,2025,7,6,6,629,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-07,2025,7,7,0,148,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-08,2025,7,8,1,142,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-09,2025,7,9,2,190,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-10,2025,7,10,3,200,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-11,2025,7,11,4,278,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-12,2025,7,12,5,640,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-13,2025,7,13,6,800,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-14,2025,7,14,0,229,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-15,2025,7,15,1,201,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-16,2025,7,16,2,234,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-17,2025,7,17,3,257,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-18,2025,7,18,4,334,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-19,2025,7,19,5,699,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-20,2025,7,20,6,779,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-21,2025,7,21,0,280,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-22,2025,7,22,1,244,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-23,2025,7,23,2,224,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-24,2025,7,24,3,242,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-25,2025,7,25,4,377,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-26,2025,7,26,5,920,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-27,2025,7,27,6,973,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-28,2025,7,28,0,541,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-29,2025,7,29,1,485,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-30,2025,7,30,2,494,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-07-31,2025,7,31,3,652,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-08-01,2025,8,1,4,975,여유,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-08-02,2025,8,2,5,1007,보통,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
2025-08-03,2025,8,3,6,1153,보통,보길예송해수욕장,전라남도,완도군,34.140652,126.563096
