해수욕장일일일자,연도,월,일,요일,예상 방문자수,예상 혼잡도,해수욕장이름,시/도,시/군/구,위도,경도
2025-07-25,2025,7,25,4,67,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-07-26,2025,7,26,5,86,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-07-27,2025,7,27,6,266,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-07-28,2025,7,28,0,306,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-07-29,2025,7,29,1,563,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-07-30,2025,7,30,2,338,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-07-31,2025,7,31,3,212,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-01,2025,8,1,4,263,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-02,2025,8,2,5,190,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-03,2025,8,3,6,207,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-04,2025,8,4,0,243,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-05,2025,8,5,1,261,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-06,2025,8,6,2,270,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-07,2025,8,7,3,254,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-08,2025,8,8,4,239,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-09,2025,8,9,5,137,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-10,2025,8,10,6,108,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-11,2025,8,11,0,94,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-12,2025,8,12,1,81,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-13,2025,8,13,2,58,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-14,2025,8,14,3,29,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-15,2025,8,15,4,10,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-16,2025,8,16,5,242,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-17,2025,8,17,6,448,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-18,2025,8,18,0,110,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-19,2025,8,19,1,3,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-20,2025,8,20,2,0,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-21,2025,8,21,3,0,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-22,2025,8,22,4,1,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-23,2025,8,23,5,9,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-24,2025,8,24,6,60,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-25,2025,8,25,0,5,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-26,2025,8,26,1,1,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-27,2025,8,27,2,3,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-28,2025,8,28,3,46,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-29,2025,8,29,4,35,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-30,2025,8,30,5,95,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-08-31,2025,8,31,6,296,여유,대진5리해수욕장,강원도,고성군,38.504311,128.42739
2025-06-01,2025,6,1,6,325,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-02,2025,6,2,0,10,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-03,2025,6,3,1,10,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-04,2025,6,4,2,10,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-05,2025,6,5,3,10,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-06,2025,6,6,4,10,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-07,2025,6,7,5,10,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-08,2025,6,8,6,10,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-09,2025,6,9,0,10,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-10,2025,6,10,1,10,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-11,2025,6,11,2,1,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-12,2025,6,12,3,1,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-13,2025,6,13,4,1,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-14,2025,6,14,5,4,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-15,2025,6,15,6,4,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-16,2025,6,16,0,0,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-17,2025,6,17,1,0,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-18,2025,6,18,2,0,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-19,2025,6,19,3,3,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-20,2025,6,20,4,5,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-21,2025,6,21,5,2,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-22,2025,6,22,6,2,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-23,2025,6,23,0,5,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-24,2025,6,24,1,5,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-25,2025,6,25,2,6,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-26,2025,6,26,3,6,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-27,2025,6,27,4,0,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-28,2025,6,28,5,21,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-29,2025,6,29,6,21,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-30,2025,6,30,0,0,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-01,2025,7,1,1,113,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-02,2025,7,2,2,108,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-03,2025,7,3,3,153,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-04,2025,7,4,4,141,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-05,2025,7,5,5,1016,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-06,2025,7,6,6,1283,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-07,2025,7,7,0,405,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-08,2025,7,8,1,229,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-09,2025,7,9,2,254,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-10,2025,7,10,3,355,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-11,2025,7,11,4,177,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-12,2025,7,12,5,1155,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-13,2025,7,13,6,871,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-14,2025,7,14,0,419,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-15,2025,7,15,1,261,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-16,2025,7,16,2,249,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-17,2025,7,17,3,344,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-18,2025,7,18,4,368,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-19,2025,7,19,5,865,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-20,2025,7,20,6,594,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-21,2025,7,21,0,499,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-22,2025,7,22,1,488,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-23,2025,7,23,2,503,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-24,2025,7,24,3,565,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-25,2025,7,25,4,590,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-26,2025,7,26,5,1784,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-27,2025,7,27,6,2576,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-28,2025,7,28,0,892,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-29,2025,7,29,1,869,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-30,2025,7,30,2,950,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-07-31,2025,7,31,3,1462,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-01,2025,8,1,4,757,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-02,2025,8,2,5,2524,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-03,2025,8,3,6,1838,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-04,2025,8,4,0,2771,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-05,2025,8,5,1,1584,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-06,2025,8,6,2,1034,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-07,2025,8,7,3,599,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-08,2025,8,8,4,573,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-09,2025,8,9,5,2078,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-10,2025,8,10,6,2170,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-11,2025,8,11,0,842,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-12,2025,8,12,1,661,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-13,2025,8,13,2,740,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-14,2025,8,14,3,1342,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-15,2025,8,15,4,1442,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-16,2025,8,16,5,1607,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-17,2025,8,17,6,1927,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-18,2025,8,18,0,270,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-19,2025,8,19,1,169,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-20,2025,8,20,2,135,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-21,2025,8,21,3,133,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-22,2025,8,22,4,142,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-23,2025,8,23,5,813,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-24,2025,8,24,6,1303,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-25,2025,8,25,0,231,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-26,2025,8,26,1,181,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-27,2025,8,27,2,147,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-28,2025,8,28,3,160,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-29,2025,8,29,4,247,여유,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-30,2025,8,30,5,1176,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-08-31,2025,8,31,6,1927,보통,대진해수욕장,경상북도,영덕군,36.56528,129.428263
2025-06-01,2025,6,1,6,1086,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-02,2025,6,2,0,29,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-03,2025,6,3,1,30,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-04,2025,6,4,2,30,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-05,2025,6,5,3,54,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-06,2025,6,6,4,53,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-07,2025,6,7,5,1100,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-08,2025,6,8,6,1022,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-09,2025,6,9,0,32,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-10,2025,6,10,1,43,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-11,2025,6,11,2,28,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-12,2025,6,12,3,53,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-13,2025,6,13,4,51,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-14,2025,6,14,5,1056,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-15,2025,6,15,6,984,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-16,2025,6,16,0,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-17,2025,6,17,1,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-18,2025,6,18,2,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-19,2025,6,19,3,51,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-20,2025,6,20,4,51,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-21,2025,6,21,5,1056,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-22,2025,6,22,6,984,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-23,2025,6,23,0,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-24,2025,6,24,1,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-25,2025,6,25,2,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-26,2025,6,26,3,51,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-27,2025,6,27,4,51,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-28,2025,6,28,5,1056,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-29,2025,6,29,6,984,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-30,2025,6,30,0,48,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-01,2025,7,1,1,54,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-02,2025,7,2,2,82,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-03,2025,7,3,3,147,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-04,2025,7,4,4,169,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-05,2025,7,5,5,1850,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-06,2025,7,6,6,1702,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-07,2025,7,7,0,100,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-08,2025,7,8,1,113,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-09,2025,7,9,2,119,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-10,2025,7,10,3,118,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-11,2025,7,11,4,97,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-12,2025,7,12,5,1847,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-13,2025,7,13,6,1662,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-14,2025,7,14,0,29,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-15,2025,7,15,1,28,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-16,2025,7,16,2,29,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-17,2025,7,17,3,57,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-18,2025,7,18,4,78,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-19,2025,7,19,5,1552,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-20,2025,7,20,6,1406,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-21,2025,7,21,0,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-22,2025,7,22,1,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-23,2025,7,23,2,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-24,2025,7,24,3,51,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-25,2025,7,25,4,70,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-26,2025,7,26,5,1537,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-27,2025,7,27,6,1381,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-28,2025,7,28,0,51,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-29,2025,7,29,1,80,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-30,2025,7,30,2,61,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-07-31,2025,7,31,3,249,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-01,2025,8,1,4,549,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-02,2025,8,2,5,1517,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-03,2025,8,3,6,1331,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-04,2025,8,4,0,100,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-05,2025,8,5,1,38,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-06,2025,8,6,2,38,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-07,2025,8,7,3,77,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-08,2025,8,8,4,106,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-09,2025,8,9,5,1395,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-10,2025,8,10,6,1399,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-11,2025,8,11,0,56,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-12,2025,8,12,1,39,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-13,2025,8,13,2,34,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-14,2025,8,14,3,56,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-15,2025,8,15,4,958,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-16,2025,8,16,5,1549,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-17,2025,8,17,6,1376,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-18,2025,8,18,0,239,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-19,2025,8,19,1,35,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-20,2025,8,20,2,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-21,2025,8,21,3,57,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-22,2025,8,22,4,87,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-23,2025,8,23,5,1320,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-24,2025,8,24,6,1230,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-25,2025,8,25,0,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-26,2025,8,26,1,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-27,2025,8,27,2,27,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-28,2025,8,28,3,53,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-29,2025,8,29,4,72,여유,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-30,2025,8,30,5,1320,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-08-31,2025,8,31,6,1230,보통,대천해수욕장,충청남도,보령시,36.306322,126.517207
2025-06-01,2025,6,1,6,9106,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-02,2025,6,2,0,1971,보통,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-03,2025,6,3,1,1448,보통,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-04,2025,6,4,2,449,여유,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-05,2025,6,5,3,268,여유,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-06,2025,6,6,4,3226,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-07,2025,6,7,5,20935,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-08,2025,6,8,6,13285,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-09,2025,6,9,0,706,여유,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-10,2025,6,10,1,513,여유,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-11,2025,6,11,2,380,여유,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-12,2025,6,12,3,377,여유,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-13,2025,6,13,4,270,여유,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-14,2025,6,14,5,4957,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-15,2025,6,15,6,4344,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-16,2025,6,16,0,679,여유,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-17,2025,6,17,1,817,여유,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-18,2025,6,18,2,1323,보통,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-19,2025,6,19,3,1417,보통,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-20,2025,6,20,4,1597,보통,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-21,2025,6,21,5,4121,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-22,2025,6,22,6,6170,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-23,2025,6,23,0,772,여유,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-24,2025,6,24,1,1011,보통,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-25,2025,6,25,2,1586,보통,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-26,2025,6,26,3,1697,보통,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-27,2025,6,27,4,2783,보통,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-28,2025,6,28,5,15719,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-29,2025,6,29,6,26675,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-06-30,2025,6,30,0,8793,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-01,2025,7,1,1,9336,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-02,2025,7,2,2,7257,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-03,2025,7,3,3,6237,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-04,2025,7,4,4,10832,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-05,2025,7,5,5,35723,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-06,2025,7,6,6,47337,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-07,2025,7,7,0,6201,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-08,2025,7,8,1,4233,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-09,2025,7,9,2,3623,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-10,2025,7,10,3,3697,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-11,2025,7,11,4,4606,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-12,2025,7,12,5,26372,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-13,2025,7,13,6,27460,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-14,2025,7,14,0,4880,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-15,2025,7,15,1,6051,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-16,2025,7,16,2,4929,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-17,2025,7,17,3,6169,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-18,2025,7,18,4,10671,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-19,2025,7,19,5,22116,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-20,2025,7,20,6,24565,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-21,2025,7,21,0,10080,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-22,2025,7,22,1,10723,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-23,2025,7,23,2,13117,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-24,2025,7,24,3,14198,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-25,2025,7,25,4,26465,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-26,2025,7,26,5,54091,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-27,2025,7,27,6,59004,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-28,2025,7,28,0,28178,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-29,2025,7,29,1,46444,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
2025-07-30,2025,7,30,2,49339,혼잡,덕동해수욕장,경상남도,통영시,34.636291128.237133,
